@relation wordANDdictionary

@attribute "-5" numeric
@attribute "-4" numeric
@attribute "-3" numeric
@attribute "-2" numeric
@attribute "-1" numeric
@attribute "0" numeric
@attribute "1" numeric
@attribute "2" numeric
@attribute "3" numeric
@attribute "4" numeric
@attribute "5" numeric
@attribute "role" numeric
@attribute "hard" numeric
@attribute "multiplayer" numeric
@attribute "room" numeric
@attribute "try" numeric
@attribute "element" numeric
@attribute "probably" numeric
@attribute "think" numeric
@attribute "watch" numeric
@attribute "tell" numeric
@attribute "day" numeric
@attribute "pokmon" numeric
@attribute "die" numeric
@attribute "journey" numeric
@attribute "back" numeric
@attribute "use" numeric
@attribute "many" numeric
@attribute "stab" numeric
@attribute "impostor" numeric
@attribute "arent" numeric
@attribute "common" numeric
@attribute "mechanic" numeric
@attribute "secret" numeric
@attribute "across" numeric
@attribute "instead" numeric
@attribute "year" numeric
@attribute "least" numeric
@attribute "often" numeric
@attribute "apex" numeric
@attribute "etc" numeric
@attribute "strategy" numeric
@attribute "another" numeric
@attribute "crewmate" numeric
@attribute "classic" numeric
@attribute "might" numeric
@attribute "way" numeric
@attribute "play" numeric
@attribute "decide" numeric
@attribute "far" numeric
@attribute "older" numeric
@attribute "great" numeric
@attribute "hunt" numeric
@attribute "various" numeric
@attribute "parent" numeric
@attribute "genre" numeric
@attribute "content" numeric
@attribute "skill" numeric
@attribute "portal" numeric
@attribute "im" numeric
@attribute "become" numeric
@attribute "fun" numeric
@attribute "head" numeric
@attribute "extremely" numeric
@attribute "uk" numeric
@attribute "dragon" numeric
@attribute "swearing" numeric
@attribute "power" numeric
@attribute "sound" numeric
@attribute "create" numeric
@attribute "without" numeric
@attribute "much" numeric
@attribute "mobile" numeric
@attribute "redemption" numeric
@attribute "focus" numeric
@attribute "whether" numeric
@attribute "youve" numeric
@attribute "weapon" numeric
@attribute "time" numeric
@attribute "alien" numeric
@attribute "sword" numeric
@attribute "able" numeric
@attribute "present" numeric
@attribute "something" numeric
@attribute "galaxy" numeric
@attribute "actually" numeric
@attribute "face" numeric
@attribute "fall" numeric
@attribute "ink" numeric
@attribute "ios" numeric
@attribute "choose" numeric
@attribute "ive" numeric
@attribute "firstperson" numeric
@attribute "handle" numeric
@attribute "read" numeric
@attribute "real" numeric
@attribute "gear" numeric
@attribute "reason" numeric
@attribute "worth" numeric
@attribute "worse" numeric
@attribute "mature" numeric
@attribute "original" numeric
@attribute "party" numeric
@attribute "developer" numeric
@attribute "drink" numeric
@attribute "hide" numeric
@attribute "high" numeric
@attribute "download" numeric
@attribute "social" numeric
@attribute "scene" numeric
@attribute "fallout" numeric
@attribute "kid" numeric
@attribute "match" numeric
@attribute "check" numeric
@attribute "quite" numeric
@attribute "let" numeric
@attribute "night" numeric
@attribute "graphic" numeric
@attribute "purchase" numeric
@attribute "three" numeric
@attribute "inappropriate" numeric
@attribute "past" numeric
@attribute "title" numeric
@attribute "character" numeric
@attribute "though" numeric
@attribute "definitely" numeric
@attribute "allow" numeric
@attribute "incredible" numeric
@attribute "among" numeric
@attribute "enjoy" numeric
@attribute "include" numeric
@attribute "censor" numeric
@attribute "voice" numeric
@attribute "family" numeric
@attribute "release" numeric
@attribute "give" numeric
@attribute "board" numeric
@attribute "bring" numeric
@attribute "competitive" numeric
@attribute "complete" numeric
@attribute "pretty" numeric
@attribute "old" numeric
@attribute "amazing" numeric
@attribute "life" numeric
@attribute "come" numeric
@attribute "coop" numeric
@attribute "challenge" numeric
@attribute "child" numeric
@attribute "everyone" numeric
@attribute "evil" numeric
@attribute "light" numeric
@attribute "choice" numeric
@attribute "nintendo" numeric
@attribute "talk" numeric
@attribute "together" numeric
@attribute "since" numeric
@attribute "campaign" numeric
@attribute "update" numeric
@attribute "anyone" numeric
@attribute "favorite" numeric
@attribute "space" numeric
@attribute "setting" numeric
@attribute "isnt" numeric
@attribute "add" numeric
@attribute "age" numeric
@attribute "movie" numeric
@attribute "other" numeric
@attribute "already" numeric
@attribute "legend" numeric
@attribute "art" numeric
@attribute "view" numeric
@attribute "boss" numeric
@attribute "move" numeric
@attribute "enough" numeric
@attribute "simply" numeric
@attribute "strong" numeric
@attribute "fighter" numeric
@attribute "little" numeric
@attribute "sim" numeric
@attribute "switch" numeric
@attribute "friend" numeric
@attribute "alcohol" numeric
@attribute "store" numeric
@attribute "story" numeric
@attribute classification {P, PE}

@data
0,9,13,65,0,2348,0,52,22,3,0,5,1,0,0,4,2,1,0,0,0,2,0,0,4,0,3,3,0,0,0,0,2,1,0,0,5,0,0,0,0,0,1,0,9,1,5,4,1,3,0,4,0,1,0,1,6,0,1,0,2,0,0,1,0,0,0,0,0,0,2,4,0,0,2,1,0,0,4,3,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,2,1,3,11,3,1,1,0,3,0,3,3,1,0,0,1,1,0,0,0,0,3,1,8,1,1,0,5,6,2,0,11,0,0,2,0,2,0,2,2,2,1,0,0,1,0,0,1,0,1,7,P
0,0,5,59,0,3071,0,44,18,0,0,0,1,0,2,9,1,0,0,2,1,1,0,3,0,3,10,5,0,0,2,0,0,1,0,3,4,1,2,0,0,3,4,0,6,0,8,18,2,1,0,3,0,1,0,1,5,5,0,0,3,2,1,0,10,0,0,0,0,2,5,1,0,0,0,0,4,0,6,0,0,0,1,3,0,2,2,2,0,0,2,0,0,0,1,0,0,1,1,0,0,1,6,0,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,3,0,0,1,8,1,0,3,0,0,0,2,0,0,3,0,2,18,3,0,5,0,2,0,2,7,1,13,1,4,0,0,0,0,0,5,0,0,0,0,0,2,5,1,3,1,0,3,2,0,1,0,0,12,2,0,0,0,3,0,0,2,0,0,0,P
0,4,11,41,0,2327,0,66,13,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,3,6,6,0,0,0,0,2,0,2,0,5,1,3,0,0,1,1,0,6,2,3,7,3,0,0,2,0,2,1,1,4,0,0,0,1,4,2,0,9,0,0,3,1,2,5,2,0,0,0,1,0,0,7,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,8,0,3,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,2,0,2,47,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,P
0,3,19,68,0,2124,0,51,24,0,0,1,0,0,0,3,0,1,1,2,3,2,0,0,0,0,3,3,0,0,4,0,0,0,2,1,6,0,2,0,0,3,3,0,4,0,2,14,1,1,0,3,0,0,0,0,7,0,0,0,0,2,0,0,8,0,0,0,0,1,2,2,0,0,0,0,3,2,2,5,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,2,0,1,17,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,12,7,0,0,2,0,0,1,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,3,P
0,33,40,112,0,3681,0,62,32,1,0,4,0,0,1,4,1,0,0,0,0,2,0,4,0,1,6,2,0,0,0,0,4,2,4,3,11,1,1,0,0,2,1,0,2,8,4,18,2,1,0,5,1,0,0,1,0,1,0,0,1,2,1,0,0,17,0,1,0,2,0,2,0,0,2,3,1,1,2,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0,2,1,2,3,0,0,3,0,2,2,16,0,1,1,0,2,4,12,0,1,2,4,0,8,1,2,3,3,2,0,0,5,1,0,0,0,3,0,1,0,0,4,3,6,0,1,0,0,5,0,1,6,0,0,1,8,2,0,1,2,1,0,0,1,1,0,0,9,0,0,4,P
0,5,20,71,0,4143,0,57,48,4,0,18,1,0,3,0,4,0,0,0,2,1,0,0,4,3,6,11,0,0,3,0,1,3,0,1,11,0,0,0,0,0,4,0,5,4,10,10,8,1,0,1,0,11,0,1,5,2,0,0,13,0,0,0,1,3,0,4,0,4,2,1,0,0,1,4,0,1,9,0,0,4,1,1,0,0,3,1,0,0,4,0,0,1,0,0,0,1,0,0,0,2,4,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,2,1,0,0,8,14,3,0,2,0,1,2,3,0,0,3,26,3,35,1,1,4,2,2,0,0,8,6,3,0,0,2,1,0,0,0,2,2,15,0,0,0,0,5,2,3,1,0,1,3,10,3,1,1,3,0,1,0,0,0,0,0,1,0,0,8,P
0,2,3,37,0,2003,0,44,14,0,0,0,2,0,0,2,1,0,1,0,0,2,0,0,1,2,1,2,0,0,1,0,4,0,0,1,8,0,0,0,0,2,0,0,3,0,3,3,2,2,0,3,0,0,1,1,4,0,0,0,3,0,0,0,9,0,0,0,0,1,0,1,0,0,1,0,1,0,4,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,24,2,0,0,1,2,0,0,5,0,0,2,3,0,0,0,0,0,1,6,1,0,2,0,1,4,1,2,4,0,1,1,0,2,0,0,0,0,0,0,0,4,0,0,1,0,1,0,P
0,4,38,95,0,2428,0,49,11,3,0,4,1,0,1,3,2,0,0,2,0,2,0,0,0,1,3,3,0,0,0,2,0,3,0,1,5,1,0,0,0,0,1,0,10,4,5,17,1,0,0,2,1,1,0,0,4,0,0,0,0,2,0,0,6,0,0,0,1,1,2,2,1,0,0,2,2,0,3,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,3,0,0,8,0,0,1,0,1,3,0,7,0,0,0,0,0,0,1,1,0,2,0,29,0,3,0,0,2,0,1,17,2,0,5,0,2,0,0,0,5,2,0,3,1,0,0,0,4,7,1,0,2,1,0,7,4,3,4,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,0,1,P
1,9,31,59,0,2434,0,58,25,1,0,0,0,0,0,3,0,0,0,0,0,1,0,2,1,1,4,4,0,0,0,0,1,1,7,0,6,0,1,0,0,1,0,0,2,0,2,7,1,0,0,3,1,1,0,5,4,0,0,0,1,7,2,0,9,0,0,1,0,0,0,1,0,0,2,3,1,2,4,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0,0,0,1,7,0,0,3,0,0,0,5,1,1,0,0,3,1,8,0,0,4,2,0,12,0,2,1,0,2,0,0,2,2,0,0,0,0,0,1,0,0,5,2,3,0,0,0,1,3,3,3,1,1,0,0,0,2,0,0,2,1,1,0,0,3,0,0,4,0,1,2,P
0,4,12,52,0,2621,0,48,23,1,0,0,0,1,1,1,0,3,1,2,0,5,1,0,0,5,4,8,0,0,1,0,2,1,1,0,0,2,3,0,0,0,2,0,2,0,3,8,0,1,1,3,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,2,2,4,3,4,0,0,2,0,0,0,15,0,4,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,5,4,2,2,0,2,0,0,0,3,0,0,0,7,8,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,3,1,0,1,0,2,0,1,0,0,0,3,3,0,0,9,P
0,36,39,64,0,3257,0,68,37,3,0,6,0,0,1,1,1,0,2,1,1,2,0,0,1,0,1,7,0,0,0,0,2,2,5,2,7,0,0,0,0,5,4,0,2,0,3,16,4,0,0,3,0,3,0,0,2,1,0,0,2,2,1,0,0,2,0,1,0,2,2,4,1,0,0,0,1,0,3,0,0,2,1,1,0,3,3,0,0,0,4,0,0,0,0,1,0,2,0,0,0,2,5,0,0,1,0,0,4,0,0,0,0,0,2,0,1,0,0,1,0,0,1,5,2,4,1,0,0,1,2,0,0,2,2,1,37,1,3,0,1,4,0,0,5,8,3,0,4,1,0,2,0,1,6,0,3,0,0,0,0,2,0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,0,2,0,0,11,P
3,43,130,414,0,19492,0,427,177,15,1,2,8,14,9,7,11,4,13,5,8,15,10,4,9,19,15,27,0,0,1,1,7,20,11,4,29,4,3,0,3,4,10,0,13,6,54,70,6,8,1,16,6,1,1,10,4,4,13,1,23,19,6,5,1,5,0,5,10,11,11,33,0,7,6,11,7,14,67,12,6,3,3,11,3,8,4,8,0,0,7,5,12,2,3,10,10,16,4,3,0,34,7,11,0,8,12,0,0,6,8,6,6,0,5,13,7,4,2,9,0,8,7,63,18,1,17,15,11,1,11,0,7,3,25,20,0,14,5,7,0,9,6,12,36,5,10,3,10,15,5,8,11,3,6,13,14,5,6,8,10,1,8,14,4,8,2,5,12,8,3,11,11,9,8,4,8,12,10,1,12,0,0,43,P
0,2,7,52,0,2629,0,60,28,0,0,0,3,2,0,0,1,1,2,0,0,0,0,0,0,4,2,6,0,0,1,1,0,0,0,0,6,4,3,0,0,0,1,0,3,1,2,8,0,3,0,3,1,0,0,2,2,0,0,0,2,8,0,4,0,0,0,5,1,1,1,4,0,0,0,2,0,0,2,0,0,0,0,3,4,3,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,1,2,2,0,0,2,0,0,2,0,0,1,0,6,8,0,3,0,4,0,0,3,6,2,0,1,0,1,0,0,0,0,0,4,1,0,2,0,1,4,9,1,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,6,4,3,9,1,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,9,P
0,6,19,118,0,5323,0,127,50,9,0,0,2,5,0,1,1,4,2,1,0,1,3,3,0,10,7,9,0,0,0,1,3,1,0,0,4,3,1,0,0,0,2,0,2,4,9,12,1,2,1,9,1,0,2,2,6,1,0,0,5,12,0,0,1,4,0,0,2,4,1,9,1,3,1,3,4,5,21,0,1,0,0,5,0,4,1,1,0,0,1,0,1,0,2,0,10,5,1,1,0,11,5,4,0,0,2,2,0,0,5,7,0,1,6,4,2,5,0,3,0,1,15,9,4,1,2,1,0,1,7,0,0,7,7,6,2,6,1,1,1,3,1,4,7,4,4,0,0,6,2,3,18,1,11,6,6,5,1,0,1,0,1,12,1,4,0,1,3,3,0,3,2,5,2,1,1,12,0,18,1,0,0,10,P
0,6,15,66,0,4584,0,83,42,1,0,0,1,1,1,2,3,0,0,5,3,1,0,4,0,5,2,8,0,0,1,0,5,2,1,0,16,3,1,0,0,2,1,0,5,2,13,13,0,8,0,4,1,0,0,4,1,0,0,0,1,3,0,0,0,10,0,1,1,0,0,6,0,0,0,4,1,1,8,2,0,1,1,5,0,3,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,5,0,0,3,0,0,0,2,0,0,0,9,2,1,1,0,0,0,4,24,2,1,1,0,5,2,3,3,0,0,0,17,4,0,2,0,1,1,2,0,1,7,2,0,0,1,5,5,0,8,0,1,5,1,2,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,7,2,0,13,1,0,1,9,P
0,3,4,47,0,2753,0,71,25,3,0,0,3,2,0,5,1,1,1,0,0,4,0,0,0,1,0,4,0,0,0,0,2,0,0,0,11,0,1,0,0,3,2,0,11,3,7,9,0,1,0,7,0,0,0,6,2,1,0,0,1,1,0,1,0,0,0,0,1,1,0,3,0,0,0,3,0,1,6,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,5,1,0,1,4,0,0,7,0,3,0,0,1,0,0,1,0,1,0,1,4,3,1,3,0,1,0,0,5,4,2,0,1,2,0,0,1,0,0,1,8,4,1,4,0,0,2,2,0,0,5,0,0,0,0,0,0,2,0,0,2,2,1,2,1,0,1,0,0,3,0,0,0,0,0,1,1,0,1,1,4,0,0,3,2,0,0,0,0,2,P
0,3,36,135,0,6360,0,161,57,3,0,2,5,4,1,3,1,0,1,0,4,3,0,4,2,6,7,16,0,0,1,0,6,2,4,3,19,1,1,0,0,2,6,0,5,7,16,37,0,4,0,8,5,0,0,7,3,4,0,0,2,8,2,0,0,2,0,5,2,5,1,18,1,5,3,2,2,3,19,1,0,4,0,5,0,1,1,0,0,0,2,0,2,1,0,5,3,1,5,0,0,6,4,5,1,2,4,1,1,1,0,2,0,3,4,6,0,4,3,4,0,1,12,9,5,1,0,1,6,0,4,0,0,0,18,7,0,1,0,7,0,2,1,3,12,1,3,0,4,0,0,2,34,2,2,4,2,4,2,1,1,0,8,5,0,1,2,3,7,2,0,2,4,0,0,2,1,5,1,32,5,0,0,13,P
0,3,12,38,0,1996,0,44,20,0,0,0,1,1,0,5,1,0,6,1,0,1,0,0,1,2,2,6,0,0,4,0,0,0,1,0,6,2,0,0,0,0,1,0,0,1,5,13,1,2,1,3,0,0,0,1,0,0,0,4,1,3,1,0,0,0,0,0,1,0,1,6,1,0,0,1,0,0,8,0,0,0,0,2,0,2,1,0,0,0,0,6,2,0,0,2,0,1,1,0,0,1,3,0,0,0,2,1,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,3,1,1,0,0,0,2,2,0,1,0,12,1,1,0,1,0,1,1,1,7,5,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,2,0,0,0,3,0,1,1,1,0,1,0,3,2,0,0,0,1,2,0,3,0,0,0,P
0,11,18,78,0,3065,0,77,34,5,0,0,3,1,1,5,0,0,9,1,1,6,0,0,2,4,2,3,0,0,0,0,3,0,0,3,11,0,1,0,0,4,5,0,2,2,11,17,0,1,0,7,0,0,0,1,0,1,0,4,4,6,0,0,0,0,0,1,0,1,0,6,0,0,3,1,3,1,7,1,1,0,0,1,1,2,1,1,0,0,0,8,4,2,2,1,1,4,3,0,0,0,0,0,0,1,2,0,0,1,5,0,1,2,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,21,6,0,0,0,1,0,2,0,2,6,3,1,0,1,0,1,1,0,1,0,2,2,1,0,2,7,0,1,0,0,0,0,1,2,3,0,0,1,2,0,0,0,3,0,1,0,0,0,4,P
0,9,18,86,0,3090,0,92,31,4,0,0,0,0,1,3,0,3,3,2,5,2,0,1,1,4,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,2,0,3,5,7,14,0,2,0,1,1,0,0,1,1,2,0,2,0,4,0,1,1,0,0,1,0,3,2,5,0,0,1,0,1,4,7,1,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,2,1,5,3,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,6,0,0,1,1,0,1,0,7,5,0,2,0,1,3,0,0,0,0,21,3,1,0,0,0,1,4,0,4,4,0,1,2,1,2,4,1,0,0,3,1,1,2,0,3,3,0,1,0,2,2,0,1,0,3,0,0,1,1,1,0,0,3,1,0,1,0,0,12,P
0,4,15,61,0,2708,0,77,26,9,1,1,1,5,1,2,3,1,4,0,1,1,0,1,0,0,0,4,0,0,0,0,4,0,0,2,3,2,0,3,1,1,1,0,2,2,3,21,1,1,0,3,2,1,1,6,0,0,0,4,4,3,0,1,0,0,0,0,0,1,0,2,0,1,4,0,3,1,13,0,0,1,0,3,0,1,2,2,0,0,0,4,3,0,1,0,1,1,0,0,0,1,2,2,0,0,2,0,0,0,2,1,0,3,0,0,4,0,0,3,0,1,5,9,2,1,0,1,0,1,0,0,0,0,4,4,0,1,2,0,0,2,0,1,2,1,3,0,1,0,0,2,2,0,2,2,1,5,0,5,1,0,0,3,1,1,0,3,3,1,0,0,0,2,1,2,1,0,1,1,6,0,0,8,P
0,6,20,86,0,3053,0,94,32,6,1,1,0,4,0,3,0,0,7,1,1,4,0,0,0,5,1,4,0,0,0,0,0,2,2,1,8,0,2,0,0,0,5,0,0,1,5,15,0,0,0,4,0,0,0,0,0,2,2,10,1,6,0,0,0,1,0,0,0,0,1,5,0,0,1,1,2,3,11,2,0,1,0,4,0,2,2,1,0,0,0,9,0,1,0,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,2,0,1,1,2,0,1,1,0,0,1,1,0,0,0,21,4,0,2,2,0,2,1,0,2,5,3,2,1,2,0,0,1,0,0,1,1,4,1,0,1,7,0,2,4,2,1,1,1,0,1,0,4,1,4,1,1,2,1,2,0,6,0,0,5,P
0,3,4,26,0,1895,0,48,20,7,0,0,0,1,0,0,0,0,2,1,3,2,0,0,1,5,1,2,0,0,0,0,1,1,0,0,6,0,1,0,0,1,2,0,0,1,2,9,0,1,1,3,0,0,0,0,0,0,0,2,1,8,1,2,0,2,0,0,2,0,1,4,0,0,0,2,2,0,8,0,0,0,1,2,0,0,0,4,0,1,1,1,0,0,15,0,0,2,0,0,0,4,2,2,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,4,4,2,0,0,0,0,3,1,0,2,0,0,0,1,1,3,1,0,2,0,6,0,2,0,1,0,0,2,1,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,0,2,7,0,2,3,P
0,14,12,34,0,2382,0,60,23,5,0,1,0,1,1,1,1,0,2,11,0,0,0,0,0,1,0,3,0,0,1,0,1,4,0,0,2,0,1,0,1,0,0,0,0,2,4,15,1,1,0,2,0,0,1,0,0,0,0,0,1,4,1,1,0,2,0,1,0,3,0,2,0,0,0,3,2,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13,0,0,1,1,0,0,1,5,0,0,2,0,0,0,0,0,0,22,2,0,2,0,0,12,5,0,0,0,4,0,1,0,0,0,2,2,0,0,0,2,0,0,1,2,1,0,3,0,4,3,0,5,0,1,0,0,0,11,2,0,3,0,6,9,0,0,0,1,13,1,0,0,1,1,1,0,3,2,0,1,0,3,3,1,18,0,0,1,6,P
0,9,21,81,0,4075,0,109,29,6,0,1,7,6,0,3,2,1,1,0,2,5,0,0,0,5,5,4,0,0,2,0,2,0,1,2,8,1,0,0,0,1,3,0,4,1,8,13,2,0,1,2,3,2,0,2,3,4,0,0,3,2,1,3,0,1,0,2,2,2,0,1,0,4,1,6,7,3,6,0,0,1,0,3,0,0,0,6,0,0,1,0,1,0,2,1,0,0,4,0,0,2,2,1,0,0,1,0,0,0,1,3,0,10,2,2,0,2,0,1,0,3,9,10,3,0,0,1,1,4,2,0,1,1,2,2,1,0,0,3,0,1,0,3,7,0,3,0,3,5,0,1,0,0,0,4,0,1,0,1,2,0,2,3,0,3,1,2,0,1,59,0,3,1,4,0,0,2,0,0,1,0,0,17,P
1,18,41,151,0,6815,0,135,69,6,0,1,4,2,3,10,2,2,3,2,6,2,9,5,2,9,4,9,0,0,1,0,3,2,2,5,17,2,4,1,0,5,3,0,3,4,12,20,1,4,1,6,4,2,0,6,2,2,9,4,13,6,5,1,0,1,0,3,1,5,3,13,2,4,2,5,3,5,26,1,2,1,2,2,4,1,0,0,0,0,2,2,4,2,2,2,7,5,3,0,0,5,0,2,0,4,1,1,3,4,0,1,2,0,2,4,0,1,1,7,0,2,12,13,2,1,0,3,2,6,6,0,4,2,4,7,0,6,5,4,1,0,1,5,8,2,4,2,3,10,2,6,7,1,2,6,5,1,2,2,2,0,2,5,0,0,0,2,3,0,0,7,3,5,6,1,2,4,0,4,4,0,0,25,P
0,34,32,87,0,3011,0,75,51,1,0,4,6,0,0,3,1,2,10,0,0,0,0,1,1,0,7,7,1,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,2,1,3,21,1,2,2,8,0,0,0,1,1,1,0,3,1,4,0,0,1,0,3,0,1,2,3,4,0,0,0,0,0,2,4,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,1,1,0,4,1,0,2,2,0,0,3,0,0,0,0,9,0,7,0,1,6,2,0,11,0,0,0,0,3,7,1,3,0,4,0,1,3,0,1,0,1,4,0,0,0,1,2,7,8,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3,3,0,0,4,0,5,2,4,1,0,1,0,0,1,1,1,7,0,3,0,0,1,0,0,11,PE
0,32,34,75,0,2749,0,60,55,3,0,1,6,0,0,1,1,1,7,1,0,1,0,5,1,3,5,8,1,0,2,0,0,0,0,0,9,1,2,0,1,1,1,0,1,5,1,15,2,2,5,13,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,10,0,1,0,0,0,0,7,0,1,1,0,1,0,0,0,0,0,0,9,1,0,5,0,0,0,0,1,2,6,0,1,0,0,1,2,0,0,11,1,12,0,0,2,3,0,1,0,2,0,2,1,25,5,3,0,0,1,1,1,0,1,1,0,3,0,0,0,1,6,9,9,3,1,0,1,2,0,0,1,0,0,2,0,1,0,0,0,1,0,0,5,0,3,1,1,1,0,0,0,0,0,4,0,2,0,4,0,0,4,0,0,12,PE
0,17,22,29,0,2324,0,58,57,2,0,3,2,2,0,1,0,1,6,2,1,1,0,1,0,0,8,3,0,0,0,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,5,27,0,0,3,12,0,1,1,0,3,0,0,1,0,11,2,0,0,0,0,3,3,3,1,5,0,0,0,0,2,0,4,0,2,1,2,1,0,0,1,0,0,0,0,1,0,1,1,2,0,0,4,0,4,0,0,0,1,0,1,0,2,3,0,14,0,0,2,4,0,5,0,0,2,1,2,6,4,1,2,0,0,1,0,0,0,1,2,1,0,1,0,1,1,1,8,0,3,0,0,7,0,1,1,0,7,1,2,4,0,0,0,0,1,0,4,3,8,0,1,1,0,0,0,1,1,1,0,1,0,4,0,5,2,1,1,12,PE
0,28,23,85,0,3031,0,71,50,3,0,3,3,1,1,5,2,1,3,2,2,0,0,1,0,1,9,4,0,0,0,0,0,0,0,1,7,0,0,0,0,0,4,0,0,0,2,31,1,4,0,15,0,0,0,0,8,0,0,2,1,4,0,2,0,0,1,0,0,0,0,5,0,0,1,0,0,0,8,0,0,0,0,1,0,2,0,1,0,0,1,1,0,1,1,0,0,0,3,0,12,0,0,1,2,0,0,0,0,10,0,16,0,0,5,2,0,4,0,0,0,3,0,21,7,0,1,1,0,1,0,0,1,2,0,4,0,0,0,1,1,5,6,2,4,0,0,8,1,0,0,4,0,0,0,2,0,0,1,1,0,0,9,0,3,5,4,1,0,1,1,0,1,1,1,4,0,4,0,0,1,1,0,16,PE
0,52,17,63,0,2757,0,90,49,1,0,0,4,0,0,1,0,0,9,0,2,3,0,1,0,3,3,1,0,0,3,0,2,1,0,3,4,0,0,0,0,0,0,0,0,4,5,27,1,2,0,13,0,0,1,0,5,2,0,5,2,17,2,3,0,0,0,0,0,0,1,1,0,0,1,0,0,5,8,0,0,3,1,1,0,0,0,2,0,0,1,2,0,3,0,0,0,0,3,0,1,0,0,2,0,0,1,0,0,0,0,15,0,1,3,11,8,1,0,3,0,3,0,1,3,2,0,0,0,2,2,0,2,1,2,5,0,0,1,2,4,4,0,1,1,0,1,2,1,0,0,0,2,2,1,3,0,4,3,1,1,1,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,6,PE
